District_Name,Country_Name,Bordering_Country,Distance_to_Border
Saint Thomas,"Virgin Islands, U.S.","Virgin Islands, U.S.",0.0
An Giang,Vietnam,Vietnam,0.0
Bà Rịa - Vũng Tàu,Vietnam,Vietnam,0.0
Bắc Giang,Vietnam,Vietnam,0.0
Bắc Kạn,Vietnam,Vietnam,0.0
Bạc Liêu,Vietnam,Vietnam,0.0
Bắc Ninh,Vietnam,Vietnam,0.0
Bến Tre,Vietnam,Vietnam,0.0
Bình Định,Vietnam,Vietnam,0.0
Bình Dương,Vietnam,Vietnam,0.0
Bình Phước,Vietnam,Vietnam,0.0
Bình Thuận,Vietnam,Vietnam,0.0
Cà Mau,Vietnam,Vietnam,0.0
Cần Thơ,Vietnam,Vietnam,0.0
Cao Bằng,Vietnam,Vietnam,0.0
Đà Nẵng,Vietnam,Vietnam,0.0
Đắk Lắk,Vietnam,Vietnam,0.0
Đắk Nông,Vietnam,Vietnam,0.0
Điện Biên,Vietnam,Vietnam,0.0
Đồng Nai,Vietnam,Vietnam,0.0
Đồng Tháp,Vietnam,Vietnam,0.0
Gia Lai,Vietnam,Vietnam,0.0
Hà Giang,Vietnam,Vietnam,0.0
Hà Nam,Vietnam,Vietnam,0.0
Hà Nội,Vietnam,Vietnam,0.0
Hà Tĩnh,Vietnam,Vietnam,0.0
Hải Dương,Vietnam,Vietnam,0.0
Hải Phòng,Vietnam,Vietnam,0.0
Hậu Giang,Vietnam,Vietnam,0.0
Hồ Chí Minh,Vietnam,Vietnam,0.0
Hoà Bình,Vietnam,Vietnam,0.0
Hưng Yên,Vietnam,Vietnam,0.0
Khánh Hòa,Vietnam,Vietnam,0.0
Kiên Giang,Vietnam,Vietnam,0.0
Kon Tum,Vietnam,Vietnam,0.0
Lai Châu,Vietnam,Vietnam,0.0
Lâm Đồng,Vietnam,Vietnam,0.0
Lạng Sơn,Vietnam,Vietnam,0.0
Lào Cai,Vietnam,Vietnam,0.0
Long An,Vietnam,Vietnam,0.0
Nam Định,Vietnam,Vietnam,0.0
Nghệ An,Vietnam,Vietnam,0.0
Ninh Bình,Vietnam,Vietnam,0.0
Ninh Thuận,Vietnam,Vietnam,0.0
Phú Thọ,Vietnam,Vietnam,0.0
Phú Yên,Vietnam,Vietnam,0.0
Quảng Bình,Vietnam,Vietnam,0.0
Quảng Nam,Vietnam,Vietnam,0.0
Quảng Ngãi,Vietnam,Vietnam,0.0
Quảng Ninh,Vietnam,Vietnam,0.0
Quảng Trị,Vietnam,Vietnam,0.0
Sóc Trăng,Vietnam,Vietnam,0.0
Sơn La,Vietnam,Vietnam,0.0
Tây Ninh,Vietnam,Vietnam,0.0
Thái Bình,Vietnam,Vietnam,0.0
Thái Nguyên,Vietnam,Vietnam,0.0
Thanh Hóa,Vietnam,Vietnam,0.0
Thừa Thiên Huế,Vietnam,Vietnam,0.0
Tiền Giang,Vietnam,Vietnam,0.0
Trà Vinh,Vietnam,Vietnam,0.0
Tuyên Quang,Vietnam,Vietnam,0.0
Vĩnh Long,Vietnam,Vietnam,0.0
Vĩnh Phúc,Vietnam,Vietnam,0.0
Yên Bái,Vietnam,Vietnam,0.0
Malampa,Vanuatu,Vanuatu,0.0
Penama,Vanuatu,Vanuatu,0.0
Sanma,Vanuatu,Vanuatu,0.0
Shefa,Vanuatu,Vanuatu,0.0
Tafea,Vanuatu,Vanuatu,0.0
Torba,Vanuatu,Vanuatu,0.0
Alo,Wallis and Futuna,Wallis and Futuna,0.0
Singave,Wallis and Futuna,Wallis and Futuna,0.0
Uvéa,Wallis and Futuna,Wallis and Futuna,0.0
A'ana,Samoa,Samoa,0.0
Aiga-i-le-Tai,Samoa,Samoa,0.0
Atua,Samoa,Samoa,0.0
Fa'asaleleaga,Samoa,Samoa,0.0
Gaga'emauga,Samoa,Samoa,0.0
Gagaifomauga,Samoa,Samoa,0.0
Palauli,Samoa,Samoa,0.0
Satupa'itea,Samoa,Samoa,0.0
Tuamasaga,Samoa,Samoa,0.0
Va'a-o-Fonoti,Samoa,Samoa,0.0
Vaisigano,Samoa,Samoa,0.0
Akrotiri,Akrotiri and Dhekelia,Akrotiri and Dhekelia,0.0
Dhekelia,Akrotiri and Dhekelia,Akrotiri and Dhekelia,0.0
Đakovica,Kosovo,Kosovo,0.0
Gnjilane,Kosovo,Kosovo,0.0
Kosovska Mitrovica,Kosovo,Kosovo,0.0
Pećki,Kosovo,Kosovo,0.0
Pristina,Kosovo,Kosovo,0.0
Prizren,Kosovo,Kosovo,0.0
Uroševac,Kosovo,Kosovo,0.0
`Adan,Yemen,Yemen,0.0
Abyan,Yemen,Yemen,0.0
Al Bayda',Yemen,Yemen,0.0
Al Dali',Yemen,Yemen,0.0
Al Hudaydah,Yemen,Yemen,0.0
Al Jawf,Yemen,Yemen,0.0
Al Mahrah,Yemen,Yemen,0.0
Al Mahwit,Yemen,Yemen,0.0
Amanat Al Asimah,Yemen,Yemen,0.0
Amran,Yemen,Yemen,0.0
Dhamar,Yemen,Yemen,0.0
Hadramawt,Yemen,Yemen,0.0
Hajjah,Yemen,Yemen,0.0
Ibb,Yemen,Yemen,0.0
Lahij,Yemen,Yemen,0.0
Ma'rib,Yemen,Yemen,0.0
Raymah,Yemen,Yemen,0.0
Sa`dah,Yemen,Yemen,0.0
San`a',Yemen,Yemen,0.0
Shabwah,Yemen,Yemen,0.0
Ta`izz,Yemen,Yemen,0.0
Eastern Cape,South Africa,South Africa,0.0
Free State,South Africa,South Africa,0.0
Gauteng,South Africa,South Africa,0.0
KwaZulu-Natal,South Africa,South Africa,0.0
Limpopo,South Africa,South Africa,0.0
Mpumalanga,South Africa,South Africa,0.0
North West,South Africa,South Africa,0.0
Northern Cape,South Africa,South Africa,0.0
Western Cape,South Africa,South Africa,0.0
Central,Zambia,Zambia,0.0
Copperbelt,Zambia,Zambia,0.0
Eastern,Zambia,Zambia,0.0
Luapula,Zambia,Zambia,0.0
Lusaka,Zambia,Zambia,0.0
Muchinga,Zambia,Zambia,0.0
North-Western,Zambia,Zambia,0.0
Northern,Zambia,Zambia,0.0
Southern,Zambia,Zambia,0.0
Western,Zambia,Zambia,0.0
Gazimağusa,Northern Cyprus,Northern Cyprus,0.0
Girne,Northern Cyprus,Northern Cyprus,0.0
Güzelyurt,Northern Cyprus,Northern Cyprus,0.0
Iskele,Northern Cyprus,Northern Cyprus,0.0
Nicosia,Northern Cyprus,Northern Cyprus,0.0
Bulawayo,Zimbabwe,Zimbabwe,0.0
Harare,Zimbabwe,Zimbabwe,0.0
Manicaland,Zimbabwe,Zimbabwe,0.0
Mashonaland Central,Zimbabwe,Zimbabwe,0.0
Mashonaland East,Zimbabwe,Zimbabwe,0.0
Mashonaland West,Zimbabwe,Zimbabwe,0.0
Masvingo,Zimbabwe,Zimbabwe,0.0
Matabeleland North,Zimbabwe,Zimbabwe,0.0
Matabeleland South,Zimbabwe,Zimbabwe,0.0
Midlands,Zimbabwe,Zimbabwe,0.0
